OrderNumber,OrderQty,UnitPrice,OrderLineNumber,Sales,OrderDate,Status,QTR_ID,Month_ID,Year,ProductLine,CustomerName,City,State,Country,Region,Revenue
10310,49,81.40,11,3988.60,2004-10-16,Shipped,4,10,2004,Classic Cars,Toms Spezialitten,Koln,Koln,Germany,EMEA,3988.60
10124,49,83.04,11,4068.96,2003-05-21,Shipped,2,5,2003,Classic Cars,Signal Gift Stores,Las Vegas,NV,USA,NA,4068.96
10168,49,100.00,11,6433.70,2003-10-28,Shipped,4,10,2003,Planes,Technics Stores Inc.,Burlingame,CA,USA,NA,4900.00
10106,50,64.83,11,3241.50,2003-02-17,Shipped,1,2,2003,Planes,Rovelli Gifts,Bergamo,\N,Italy,EMEA,3241.50
10229,50,100.00,11,5614.00,2004-03-11,Shipped,1,3,2004,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,5000.00
10301,50,100.00,11,7723.50,2003-10-05,Shipped,4,10,2003,Classic Cars,Norway Gifts By Mail,Oslo,\N,Norway,EMEA,5000.00
10407,59,100.00,11,7048.14,2005-04-22,On Hold,2,4,2005,Classic Cars,The Sharp Gifts Warehouse,San Jose,CA,USA,NA,5900.00
10420,60,64.67,11,3880.20,2005-05-29,In Process,2,5,2005,Classic Cars,Souveniers And Things Co.,Sydney,Chatswood,Australia,APAC,3880.20
10280,20,28.88,12,577.60,2004-08-17,Shipped,3,8,2004,Vintage Cars,Amica Models & Co.,Torino,\N,Italy,EMEA,577.60
10223,20,66.04,12,1320.80,2004-02-20,Shipped,1,2,2004,Vintage Cars,Australian Collectors,Melbourne,Victoria,Australia,APAC,1320.80
10208,20,100.00,12,3114.40,2004-01-02,Shipped,1,1,2004,Classic Cars,Saveley & Henriot,Lyon,\N,France,EMEA,2000.00
10306,20,100.00,12,3633.40,2004-10-14,Shipped,4,10,2004,Classic Cars,AV Stores,Manchester,Manchester,UK,EMEA,2000.00
10262,21,57.11,12,1199.31,2004-06-24,Cancelled,2,6,2004,Planes,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,1199.31
10210,21,78.55,12,1649.55,2004-01-12,Shipped,1,1,2004,Planes,Osaka Souveniers Co.,Osaka,\N,Japan,APAC,1649.55
10308,21,100.00,12,2224.95,2004-10-15,Shipped,4,10,2004,Planes,Mini Classics,White Plains,NY,USA,NA,2100.00
10122,21,100.00,12,2469.39,2003-05-08,Shipped,2,5,2003,Classic Cars,Marseille Mini Autos,Marseille,Marseille,France,EMEA,2100.00
10292,21,100.00,12,2844.87,2004-09-08,Shipped,3,9,2004,Classic Cars,Land of Toys Inc.,NYC,NY,USA,NA,2100.00
10287,21,100.00,12,3432.24,2004-08-30,Shipped,3,8,2004,Classic Cars,Vida Sport,Gensve,Gensve,Switzerland,EMEA,2100.00
10193,22,41.03,12,902.66,2003-11-21,Shipped,4,11,2003,Vintage Cars,Australian Collectables,Melbourne,Glen Waverly,Australia,APAC,902.66
10124,22,77.90,12,1713.80,2003-05-21,Shipped,2,5,2003,Classic Cars,Signal Gift Stores,Las Vegas,NV,USA,NA,1713.80
10296,22,84.70,12,1863.40,2004-09-15,Shipped,3,9,2004,Vintage Cars,Bavarian Collectables Imports,Munich,Munich,Germany,EMEA,1863.40
10266,22,100.00,12,2454.54,2004-07-06,Shipped,3,7,2004,Classic Cars,L'ordine Souveniers,Reggio Emilia,\N,Italy,EMEA,2200.00
10117,22,100.00,12,2780.58,2003-04-16,Shipped,2,4,2003,Classic Cars,Dragon Souveniers,Singapore,\N,Singapore,APAC,2200.00
10312,23,37.63,12,865.49,2004-10-21,Shipped,4,10,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,865.49
,23,95.20,12,2189.60,2004-12-17,Shipped,4,12,2004,Planes,Souveniers And Things Co.,Sydney,Chatswood,Australia,APAC,2189.60
10159,23,100.00,12,2347.15,2003-10-10,Shipped,4,10,2003,Motorcycles,Corporate Gift Ideas Co.,San Francisco,CA,USA,NA,2300.00
10253,24,52.66,12,1263.84,2004-06-01,Cancelled,2,6,2004,Classic Cars,UK Collectables,Liverpool,Liverpool,UK,EMEA,1263.84
10178,24,100.00,12,3492.48,2003-11-08,Shipped,4,11,2003,Classic Cars,Alpha Cognac,Toulouse,\N,France,EMEA,2400.00
10371,25,97.27,12,2431.75,2005-01-23,Shipped,1,1,2005,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,2431.75
10148,25,100.00,12,4232.00,2003-09-11,Shipped,3,9,2003,Classic Cars,Anna's Decorations,Sydney,North Sydney,Australia,APAC,2500.00
10173,26,57.51,12,1495.26,2003-11-05,Shipped,4,11,2003,Vintage Cars,Rovelli Gifts,Bergamo,\N,Italy,EMEA,1495.26
10331,26,67.91,12,1765.66,2004-11-17,Shipped,4,11,2004,Classic Cars,Motor Mint Distributors Inc.,Philadelphia,PA,USA,NA,1765.66
10420,26,100.00,12,2617.16,2005-05-29,In Process,2,5,2005,Classic Cars,Souveniers And Things Co.,Sydney,Chatswood,Australia,APAC,2600.00
10347,26,100.00,12,2656.94,2004-11-29,Shipped,4,11,2004,Vintage Cars,Australian Collectors,Melbourne,Victoria,Australia,APAC,2600.00
10383,26,100.00,12,3340.48,2005-02-22,Shipped,1,2,2005,Trains,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,2600.00
10192,26,100.00,12,3918.46,2003-11-20,Shipped,4,11,2003,Classic Cars,Online Diecast Creations Co.,Nashua,NH,USA,NA,2600.00
10259,26,100.00,12,4033.38,2004-06-15,Shipped,2,6,2004,Classic Cars,Handji Gifts& Co,Singapore,\N,Singapore,APAC,2600.00
10110,27,73.62,12,1987.74,2003-03-18,Shipped,1,3,2003,Classic Cars,AV Stores,Manchester,Manchester,UK,EMEA,1987.74
10103,27,83.07,12,2242.89,2003-01-29,Shipped,1,1,2003,Vintage Cars,Baane Mini Imports,Stavern,\N,Norway,EMEA,2242.89
10324,27,100.00,12,3155.49,2004-11-05,Shipped,4,11,2004,Classic Cars,Vitachrome Inc.,NYC,NY,USA,NA,2700.00
10367,28,30.59,12,856.52,2005-01-12,Resolved,1,1,2005,Vintage Cars,Toys4GrownUps.com,Pasadena,CA,USA,NA,856.52
10181,28,100.00,12,2860.76,2003-11-12,Shipped,4,11,2003,Classic Cars,Herkku Gifts,Bergen,Bergen,Norway,EMEA,2800.00
10314,28,100.00,12,3403.12,2004-10-22,Shipped,4,10,2004,Trucks and Buses,Heintze Collectables,Aaarhus,\N,Denmark,EMEA,2800.00
10161,28,100.00,12,3764.88,2003-10-17,Shipped,4,10,2003,Classic Cars,Heintze Collectables,Aaarhus,\N,Denmark,EMEA,2800.00
10105,29,70.15,12,2034.35,2003-02-11,Shipped,1,2,2003,Ships,Danish Wholesale Imports,Kobenhavn,\N,Denmark,EMEA,2034.35
10175,29,74.98,12,2174.42,2003-11-06,Shipped,4,11,2003,Trucks and Buses,Stylish Desk Decors,London,London,UK,EMEA,2174.42
10350,29,75.35,12,2185.15,2004-12-02,Shipped,4,12,2004,Ships,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,2185.15
10104,29,100.00,12,3772.61,2003-01-31,Shipped,1,1,2003,Trucks and Buses,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,2900.00
10229,30,73.04,12,2191.20,2004-03-11,Shipped,1,3,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,2191.20
10284,30,73.99,12,2219.70,2004-08-21,Shipped,3,8,2004,Planes,Norway Gifts By Mail,Oslo,\N,Norway,EMEA,2219.70
10168,31,73.61,12,2281.91,2003-10-28,Shipped,4,10,2003,Vintage Cars,Technics Stores Inc.,Burlingame,CA,USA,NA,2281.91
10135,31,100.00,12,4705.18,2003-07-02,Shipped,3,7,2003,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,3100.00
10363,32,89.12,12,2851.84,2005-01-06,Shipped,1,1,2005,Motorcycles,Suominen Souveniers,Uusimaa,Espoo,Finland,EMEA,2851.84
10358,32,93.49,12,2991.68,2004-12-10,Shipped,4,12,2004,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,2991.68
10248,32,100.00,12,3802.56,2004-05-07,Cancelled,2,5,2004,Vintage Cars,Land of Toys Inc.,NYC,NY,USA,NA,3200.00
10283,33,51.32,12,1693.56,2004-08-20,Shipped,3,8,2004,Ships,Royal Canadian Collectables,Tsawassen,Tsawassen,Canada,NA,1693.56
10373,33,57.32,12,1891.56,2005-01-31,Shipped,1,1,2005,Vintage Cars,Oulu Toy Supplies,Oulu,Oulu,Finland,EMEA,1891.56
10235,33,60.05,12,1981.65,2004-04-02,Shipped,2,4,2004,Planes,Royal Canadian Collectables,Tsawassen,Tsawassen,Canada,NA,1981.65
10273,33,71.09,12,2345.97,2004-07-21,Shipped,3,7,2004,Vintage Cars,Petit Auto,Bruxelles,\N,Belgium,EMEA,2345.97
10145,33,93.90,12,3098.70,2003-08-25,Shipped,3,8,2003,Motorcycles,Toys4GrownUps.com,Pasadena,CA,USA,NA,3098.70
10322,33,100.00,12,3524.73,2004-11-04,Shipped,4,11,2004,Vintage Cars,Online Diecast Creations Co.,Nashua,NH,USA,NA,3300.00
10142,33,100.00,12,8023.29,2003-08-08,Shipped,3,8,2003,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,3300.00
10212,34,43.42,12,1476.28,2004-01-16,Shipped,1,1,2004,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,1476.28
10316,34,43.70,12,1485.80,2004-11-01,Shipped,4,11,2004,Planes,giftsbymail.co.uk,Cowes,Isle of Wight,UK,EMEA,1485.80
10382,34,95.35,12,3241.90,2005-02-17,Shipped,1,2,2005,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,3241.90
10143,34,100.00,12,3455.76,2003-08-10,Shipped,3,8,2003,Vintage Cars,Mini Creations Ltd.,New Bedford,MA,USA,NA,3400.00
10169,34,100.00,12,3920.88,2003-11-04,Shipped,4,11,2003,Motorcycles,Anna's Decorations,Sydney,North Sydney,Australia,APAC,3400.00
10281,36,77.57,12,2792.52,2004-08-19,Shipped,3,8,2004,Trucks and Buses,Diecast Classics Inc.,Allentown,PA,USA,NA,2792.52
10398,36,87.36,12,3144.96,2005-03-30,Shipped,1,3,2005,Planes,Reims Collectables,Reims,\N,France,EMEA,3144.96
10106,36,100.00,12,5279.40,2003-02-17,Shipped,1,2,2003,Planes,Rovelli Gifts,Bergamo,\N,Italy,EMEA,3600.00
10321,37,33.23,12,1229.51,2004-11-04,Shipped,4,11,2004,Classic Cars,FunGiftIdeas.com,New Bedford,MA,USA,NA,1229.51
10304,37,48.52,12,1795.24,2004-10-11,Shipped,4,10,2004,Vintage Cars,Auto Assoc. & Cie.,Versailles,Versailles,France,EMEA,1795.24
10227,37,57.73,12,2136.01,2004-03-02,Shipped,1,3,2004,Classic Cars,Saveley & Henriot,Lyon,\N,France,EMEA,2136.01
10155,37,67.93,12,2513.41,2003-10-06,Shipped,4,10,2003,Vintage Cars,Toys of Finland,Helsinki,Helsinki,Finland,EMEA,2513.41
10225,37,95.69,12,3540.53,2004-02-22,Shipped,1,2,2004,Classic Cars,Vida Sport,Gensve,Gensve,Switzerland,EMEA,3540.53
10285,37,98.89,12,3658.93,2004-08-27,Shipped,3,8,2004,Motorcycles,Marta's Replicas Co.,Cambridge,MA,USA,NA,3658.93
10211,37,100.00,12,4040.03,2004-01-15,Shipped,1,1,2004,Motorcycles,Auto Canal Petit,Paris,Paris,France,EMEA,3700.00
10250,38,62.19,12,2363.22,2004-05-11,Shipped,2,5,2004,Planes,The Sharp Gifts Warehouse,San Jose,CA,USA,NA,2363.22
10119,38,65.77,12,2499.26,2003-04-28,Shipped,2,4,2003,Ships,Salzburg Collectables,Salzburg,\N,Austria,EMEA,2499.26
10282,38,100.00,12,4310.72,2004-08-20,Shipped,3,8,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,3800.00
10329,38,100.00,12,5266.04,2004-11-15,Shipped,4,11,2004,Motorcycles,Land of Toys Inc.,NYC,NY,USA,NA,3800.00
10425,38,100.00,12,5894.94,2005-05-31,In Process,2,5,2005,Classic Cars,La Rochelle Gifts,Nantes,Nantes,France,EMEA,3800.00
10127,39,38.19,12,1489.41,2003-06-03,Shipped,2,6,2003,Classic Cars,Muscle Machine Inc,NYC,NY,USA,NA,1489.41
10328,39,85.87,12,3348.93,2004-11-12,Shipped,4,11,2004,Planes,Rovelli Gifts,Bergamo,\N,Italy,EMEA,3348.93
10386,41,73.32,12,3006.12,2005-03-01,Resolved,1,3,2005,Planes,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,3006.12
10414,41,100.00,12,4872.03,2005-05-06,On Hold,2,5,2005,Vintage Cars,Gifts4AllAges.com,Boston,MA,USA,NA,4100.00
10288,41,100.00,12,4873.26,2004-09-01,Shipped,3,9,2004,Classic Cars,Handji Gifts& Co,Singapore,\N,Singapore,APAC,4100.00
10407,41,100.00,12,6386.16,2005-04-22,On Hold,2,4,2005,Classic Cars,The Sharp Gifts Warehouse,San Jose,CA,USA,NA,4100.00
10197,42,50.23,12,2109.66,2003-11-26,Shipped,4,11,2003,Ships,Enaco Distributors,Barcelona,Barcelona,Spain,EMEA,2109.66
10180,42,100.00,12,4695.60,2003-11-11,Shipped,4,11,2003,Motorcycles,Daedalus Designs Imports,Lille,\N,France,EMEA,4200.00
10153,42,100.00,12,5393.64,2003-09-28,Shipped,3,9,2003,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,4200.00
10416,43,62.19,12,2674.17,2005-05-10,Shipped,2,5,2005,Planes,L'ordine Souveniers,Reggio Emilia,\N,Italy,EMEA,2674.17
10108,43,67.77,12,2914.11,2003-03-03,Shipped,1,3,2003,Motorcycles,Cruz & Sons Co.,Makati City,\N,Philippines,APAC,2914.11
10167,43,75.34,12,3239.62,2003-10-23,Cancelled,4,10,2003,Ships,Scandinavian Gift Ideas,Boras,\N,Sweden,EMEA,3239.62
10380,43,95.03,12,4086.29,2005-02-16,Shipped,1,2,2005,Vintage Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,4086.29
10185,43,100.00,12,7886.20,2003-11-14,Shipped,4,11,2003,Classic Cars,Mini Creations Ltd.,New Bedford,MA,USA,NA,4300.00
10184,44,60.16,12,2647.04,2003-11-14,Shipped,4,11,2003,Trucks and Buses,Iberia Gift Imports,Sevilla,\N,Spain,EMEA,2647.04
10182,44,69.84,12,3072.96,2003-11-12,Shipped,4,11,2003,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,3072.96
10241,44,100.00,12,6853.44,2004-04-13,Shipped,2,4,2004,Classic Cars,Mini Caravy,Strasbourg,Strasbourg,France,EMEA,4400.00
10332,45,34.19,12,1538.55,2004-11-17,Shipped,4,11,2004,Classic Cars,AV Stores,Manchester,Manchester,UK,EMEA,1538.55
10390,45,48.98,12,2204.10,2005-03-04,Shipped,1,3,2005,Motorcycles,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,2204.10
10204,45,49.81,12,2241.45,2003-12-02,Shipped,4,12,2003,Classic Cars,Muscle Machine Inc,NYC,NY,USA,NA,2241.45
10276,46,75.49,12,3472.54,2004-08-02,Shipped,3,8,2004,Motorcycles,Online Mini Collectables,Brickhaven,MA,USA,NA,3472.54
10207,46,100.00,12,6819.04,2003-12-09,Shipped,4,12,2003,Trucks and Buses,Diecast Collectables,Boston,MA,USA,NA,4600.00
10183,47,100.00,12,5035.11,2003-11-13,Shipped,4,11,2003,Vintage Cars,Classic Gift Ideas,Philadelphia,Philadelphia,USA,NA,4700.00
10291,47,100.00,12,5713.79,2004-09-08,Shipped,3,9,2004,Vintage Cars,Scandinavian Gift Ideas,Boras,\N,Sweden,EMEA,4700.00
10336,48,100.00,12,5778.24,2004-11-20,Shipped,4,11,2004,Vintage Cars,La Corne D'abondance,Paris,\N,France,EMEA,4800.00
10165,48,100.00,12,6825.60,2003-10-22,Shipped,4,10,2003,Trucks and Buses,Dragon Souveniers,Singapore,\N,Singapore,APAC,4800.00
10120,49,50.62,12,2480.38,2003-04-29,Shipped,2,4,2003,Vintage Cars,Australian Collectors,Melbourne,Victoria,Australia,APAC,2480.38
10222,49,100.00,12,5997.60,2004-02-19,Shipped,1,2,2004,Classic Cars,Collectable Mini Designs Co.,San Diego,CA,USA,NA,4900.00
10310,49,100.00,12,6266.12,2004-10-16,Shipped,4,10,2004,Classic Cars,Toms Spezialitten,Koln,Koln,Germany,EMEA,4900.00
10419,55,52.66,12,2896.30,2005-05-17,Shipped,2,5,2005,Classic Cars,Salzburg Collectables,Salzburg,\N,Austria,EMEA,2896.30
10339,55,100.00,12,6214.45,2004-11-23,Shipped,4,11,2004,Planes,Tokyo Collectables,Tokyo,Minato-ku,Japan,APAC,5500.00
10401,64,60.05,12,3843.20,2005-04-03,On Hold,2,4,2005,Planes,Tekni Collectables Inc.,Newark,NJ,USA,NA,3843.20
10419,12,100.00,13,1961.28,2005-05-17,Shipped,2,5,2005,Classic Cars,Salzburg Collectables,Salzburg,\N,Austria,EMEA,1200.00
10416,18,75.06,13,1351.08,2005-05-10,Shipped,2,5,2005,Planes,L'ordine Souveniers,Reggio Emilia,\N,Italy,EMEA,1351.08
10182,20,100.00,13,2395.80,2003-11-12,Shipped,4,11,2003,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,2000.00
10145,20,100.00,13,2752.60,2003-08-25,Shipped,3,8,2003,Planes,Toys4GrownUps.com,Pasadena,CA,USA,NA,2000.00
10122,21,73.17,13,1536.57,2003-05-08,Shipped,2,5,2003,Classic Cars,Marseille Mini Autos,Marseille,Marseille,France,EMEA,1536.57
10308,21,87.20,13,1831.20,2004-10-15,Shipped,4,10,2004,Planes,Mini Classics,White Plains,NY,USA,NA,1831.20
10296,21,96.34,13,2023.14,2004-09-15,Shipped,3,9,2004,Ships,Bavarian Collectables Imports,Munich,Munich,Germany,EMEA,2023.14
10185,21,100.00,13,3883.74,2003-11-14,Shipped,4,11,2003,Classic Cars,Mini Creations Ltd.,New Bedford,MA,USA,NA,2100.00
10390,22,100.00,13,3491.18,2005-03-04,Shipped,1,3,2005,Motorcycles,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,2200.00
10367,23,36.29,13,834.67,2005-01-12,Resolved,1,1,2005,Vintage Cars,Toys4GrownUps.com,Pasadena,CA,USA,NA,834.67
10181,23,65.52,13,1506.96,2003-11-12,Shipped,4,11,2003,Classic Cars,Herkku Gifts,Bergen,Bergen,Norway,EMEA,1506.96
10148,23,100.00,13,2702.04,2003-09-11,Shipped,3,9,2003,Classic Cars,Anna's Decorations,Sydney,North Sydney,Australia,APAC,2300.00
10291,23,100.00,13,2866.26,2004-09-08,Shipped,3,9,2004,Vintage Cars,Scandinavian Gift Ideas,Boras,\N,Sweden,EMEA,2300.00
10282,23,100.00,13,3238.63,2004-08-20,Shipped,3,8,2004,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,2300.00
10104,23,100.00,13,4556.99,2003-01-31,Shipped,1,1,2003,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,2300.00
10167,24,100.00,13,2812.80,2003-10-23,Cancelled,4,10,2003,Ships,Scandinavian Gift Ideas,Boras,\N,Sweden,EMEA,2400.00
10173,24,100.00,13,3508.80,2003-11-05,Shipped,4,11,2003,Vintage Cars,Rovelli Gifts,Bergamo,\N,Italy,EMEA,2400.00
10253,24,100.00,13,3922.56,2004-06-01,Cancelled,2,6,2004,Classic Cars,UK Collectables,Liverpool,Liverpool,UK,EMEA,2400.00
10180,25,64.20,13,1605.00,2003-11-11,Shipped,4,11,2003,Motorcycles,Daedalus Designs Imports,Lille,Lille,France,EMEA,1605.00
10358,25,100.00,13,2528.25,2004-12-10,Shipped,4,12,2004,Classic Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,2500.00
10103,25,100.00,13,2539.50,2003-01-29,Shipped,1,1,2003,Vintage Cars,Baane Mini Imports,Stavern,\N,Norway,EMEA,2500.00
10281,25,100.00,13,2938.50,2004-08-19,Shipped,3,8,2004,Trucks and Buses,Diecast Classics Inc.,Allentown,PA,USA,NA,2500.00
10229,25,100.00,13,3451.00,2004-03-11,Shipped,1,3,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,2500.00
10321,26,100.00,13,4052.88,2004-11-04,Shipped,4,11,2004,Classic Cars,FunGiftIdeas.com,New Bedford,MA,USA,NA,2600.00
10165,27,31.82,13,859.14,2003-10-22,Shipped,4,10,2003,Classic Cars,Dragon Souveniers,Singapore,\N,Singapore,APAC,859.14
10331,27,42.24,13,1140.48,2004-11-17,Shipped,4,11,2004,Classic Cars,Motor Mint Distributors Inc.,Philadelphia,PA,USA,NA,1140.48
10108,27,43.45,13,1173.15,2003-03-03,Shipped,1,3,2003,Motorcycles,Cruz & Sons Co.,Makati City,\N,Philippines,APAC,1173.15
10310,27,80.41,13,2171.07,2004-10-16,Shipped,4,10,2004,Classic Cars,Toms Spezialitten,Koln,Koln,Germany,EMEA,2171.07
10380,27,93.16,13,2515.32,2005-02-16,Shipped,1,2,2005,Vintage Cars,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,2515.32
10363,28,58.18,13,1629.04,2005-01-06,Shipped,1,1,2005,Classic Cars,Suominen Souveniers,Uusimaa,Espoo,Finland,EMEA,1629.04
10386,29,85.76,13,2487.04,2005-03-01,Resolved,1,3,2005,Ships,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,2487.04
10383,29,100.00,13,3087.05,2005-02-22,Shipped,1,2,2005,Trucks and Buses,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,2900.00
10192,30,30.59,13,917.70,2003-11-20,Shipped,4,11,2003,Classic Cars,Online Diecast Creations Co.,Nashua,NH,USA,NA,917.70
10332,31,37.18,13,1152.58,2004-11-17,Shipped,4,11,2004,Classic Cars,AV Stores,Manchester,Manchester,UK,EMEA,1152.58
10153,31,57.41,13,1779.71,2003-09-28,Shipped,3,9,2003,Trains,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,1779.71
10350,31,77.34,13,2397.54,2004-12-02,Shipped,4,12,2004,Ships,Euro Shopping Channel,Madrid,Madrid,Spain,EMEA,2397.54
10210,31,86.40,13,2678.40,2004-01-12,Shipped,1,1,2004,Planes,Osaka Souveniers Co.,Osaka,\N,Japan,APAC,2678.40
10306,31,100.00,13,6570.76,2004-10-14,Shipped,4,10,2004,Classic Cars,AV Stores,Manchester,Manchester,UK,EMEA,3100.00
10382,32,66.58,13,2130.56,2005-02-17,Shipped,1,2,2005,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,2130.56
10155,32,100.00,13,4526.08,2003-10-06,Shipped,4,10,2003,Classic Cars,Toys of Finland,Helsinki,Helsinki,Finland,EMEA,3200.00
10328,33,64.00,13,2112.00,2004-11-12,Shipped,4,11,2004,Planes,Rovelli Gifts,Bergamo,\N,Italy,EMEA,2112.00
10227,33,100.00,13,4340.49,2004-03-02,Shipped,1,3,2004,Classic Cars,Saveley & Henriot,Lyon,\N,France,EMEA,3300.00
10142,33,100.00,13,4985.64,2003-08-08,Shipped,3,8,2003,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,3300.00
10398,34,71.67,13,2436.78,2005-03-30,Shipped,1,3,2005,Vintage Cars,Reims Collectables,Reims,\N,France,EMEA,2436.78
10414,34,100.00,13,3533.62,2005-05-06,On Hold,2,5,2005,Ships,Gifts4AllAges.com,Boston,MA,USA,NA,3400.00
10119,35,87.62,13,3066.70,2003-04-28,Shipped,2,4,2003,Vintage Cars,Salzburg Collectables,Salzburg,\N,Austria,EMEA,3066.70
10169,35,100.00,13,4639.25,2003-11-04,Shipped,4,11,2003,Motorcycles,Anna's Decorations,Sydney,North Sydney,Australia,APAC,3500.00
10222,36,80.95,13,2914.20,2004-02-19,Shipped,1,2,2004,Ships,Collectable Mini Designs Co.,San Diego,CA,USA,NA,2914.20
10110,36,85.25,13,3069.00,2003-03-18,Shipped,1,3,2003,Classic Cars,AV Stores,Manchester,Manchester,UK,EMEA,3069.00
10211,36,100.00,13,4771.80,2004-01-15,Shipped,1,1,2004,Motorcycles,Auto Canal Petit,Paris,Paris,France,EMEA,3600.00
10420,37,60.37,13,2233.69,2005-05-29,In Process,2,5,2005,Classic Cars,Souveniers And Things Co.,Sydney,Chatswood,Australia,APAC,2233.69
10207,37,69.89,13,2585.93,2003-12-09,Shipped,4,12,2003,Trucks and Buses,Diecast Collectables,Boston,MA,USA,NA,2585.93
10304,37,95.55,13,3535.35,2004-10-11,Shipped,4,10,2004,Vintage Cars,Auto Assoc. & Cie.,Versailles,Versailles,France,EMEA,3535.35
10280,37,100.00,13,4750.80,2004-08-17,Shipped,3,8,2004,Vintage Cars,Amica Models & Co.,Torino,\N,Italy,EMEA,3700.00
10276,38,100.00,13,4304.64,2004-08-02,Shipped,3,8,2004,Motorcycles,Online Mini Collectables,Brickhaven,MA,USA,NA,3800.00
10425,38,100.00,13,4325.16,2005-05-31,In Process,2,5,2005,Trucks and Buses,La Rochelle Gifts,Nantes,Nantes,France,EMEA,3800.00
10105,38,100.00,13,4330.10,2003-02-11,Shipped,1,2,2003,Trains,Danish Wholesale Imports,Kobenhavn,\N,Denmark,EMEA,3800.00
10159,38,100.00,13,6238.84,2003-10-10,Shipped,4,10,2003,Motorcycles,Corporate Gift Ideas Co.,San Francisco,CA,USA,NA,3800.00
10305,38,100.00,13,6680.78,2004-10-13,Shipped,4,10,2004,Classic Cars,Marta's Replicas Co.,Cambridge,MA,USA,NA,3800.00
10312,39,29.54,13,1152.06,2004-10-21,Shipped,4,10,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,NA,1152.06
10284,39,71.67,13,2795.13,2004-08-21,Shipped,3,8,2004,Vintage Cars,Norway Gifts By Mail,Oslo,\N,Norway,EMEA,2795.13
10373,39,73.00,13,2847.00,2005-01-31,Shipped,1,1,2005,Planes,Oulu Toy Supplies,Oulu,Oulu,Finland,EMEA,2847.00
10250,40,75.06,13,3002.40,2004-05-11,Shipped,2,5,2004,Planes,The Sharp Gifts Warehouse,San Jose,CA,USA,NA,3002.40
10204,40,100.00,13,4032.00,2003-12-02,Shipped,4,12,2003,Classic Cars,Muscle Machine Inc,NYC,NY,USA,NA,4000.00
10248,40,100.00,13,4157.20,2004-05-07,Cancelled,2,5,2004,Ships,Land of Toys Inc.,NYC,NY,USA,NA,4000.00
10273,40,100.00,13,5026.40,2004-07-21,Shipped,3,7,2004,Vintage Cars,Petit Auto,Bruxelles,\N,Belgium,EMEA,4000.00
10322,41,29.87,13,1224.67,2004-11-04,Shipped,4,11,2004,Vintage Cars,Online Diecast Creations Co.,Nashua,NH,USA,NA,1224.67
10223,41,46.26,13,1896.66,2004-02-20,Shipped,1,2,2004,Vintage Cars,Australian Collectors,Melbourne,Victoria,Australia,APAC,1896.66
10287,41,69.43,13,2846.63,2004-08-30,Shipped,3,8,2004,Classic Cars,Vida Sport,Gensve,Gensve,Switzerland,EMEA,2846.63
10197,41,100.00,13,4534.60,2003-11-26,Shipped,4,11,2003,Ships,Enaco Distributors,Barcelona,Barcelona,Spain,EMEA,4100.00
10193,42,59.33,13,2491.86,2003-11-21,Shipped,4,11,2003,Vintage Cars,Australian Collectables,Melbourne,Glen Waverly,Australia,APAC,2491.86
